"dog_id","Sample_Year","DAP_Sample_ID","krt_cp_total_protein_value","krt_cp_total_protein_modifier","krt_cp_albumin_value","krt_cp_albumin_modifier","krt_cp_globulins_value","krt_cp_globulins_modifier","krt_cp_alb_glob_ratio_value","krt_cp_alb_glob_ratio_modifier","krt_cp_calcium_value","krt_cp_calcium_modifier","krt_cp_phosphorus_value","krt_cp_phosphorus_modifier","krt_cp_magnesium_value","krt_cp_magnesium_modifier","krt_cp_glucose_value","krt_cp_glucose_modifier","krt_cp_bun_value","krt_cp_bun_modifier","krt_cp_creatinine_value","krt_cp_creatinine_modifier","krt_cp_bilirubin_total_value","krt_cp_bilirubin_total_modifier","krt_cp_alkp_value","krt_cp_alkp_modifier","krt_cp_alt_value","krt_cp_alt_modifier","krt_cp_ggt_value","krt_cp_ggt_modifier","krt_cp_amylase_value","krt_cp_amylase_modifier","krt_cp_triglycerides_value","krt_cp_triglycerides_modifier","krt_cp_cholesterol_value","krt_cp_cholesterol_modifier","krt_cp_sodium_value","krt_cp_sodium_modifier","krt_cp_potassium_value","krt_cp_potassium_modifier","krt_cp_chloride_value","krt_cp_chloride_modifier","krt_cp_sp_ratio_value","krt_cp_sp_ratio_modifier","krt_cp_test_comments"
26611,"precision_1","26611-precision_1-ChemPanel",6.4,NA,3.4,NA,3,NA,1.1,NA,10.1,NA,4.2,NA,2.1,NA,106,NA,16,NA,1,NA,0.2,NA,25,NA,49,NA,3,NA,429,NA,65,NA,235,NA,150,NA,4.6,NA,119,NA,32.6,NA,NA
26696,"precision_1","26696-precision_1-ChemPanel",6.3,NA,3.5,NA,2.8,NA,1.3,NA,10.9,NA,4.2,NA,1.8,NA,106,NA,24,NA,1.3,NA,0.2,NA,20,NA,35,NA,5,NA,662,NA,61,NA,275,NA,151,NA,4.5,NA,115,NA,33.6,NA,"1+ hemolysis is reported and may falsely increase the AST and K results."
27459,"precision_1","27459-precision_1-ChemPanel",6.1,NA,3.4,NA,2.7,NA,1.3,NA,9.6,NA,4.5,NA,2.2,NA,94,NA,21,NA,1.2,NA,0.6,NA,34,NA,61,NA,3,"<",420,NA,38,NA,270,NA,146,NA,4.5,NA,114,NA,32.4,NA,"<u>08/05/2021</u>Report amended to correct GGT and LIH (hemolysis and lipemia) values. The instrument original reported a GGT value of 112 U/L. Given normal ALKP activities, GGT analysis was repeated. Several repeat tests resulted in GGT values of <3 U/L, which is clinically normal. The cause of the original instrument error is unknown. We apologize for this error. Please know we will thoroughly evaluate the circumstances leading to this error in order to prevent recurrence. Do not hesitate to contact me with any questions. 3+ hemolysis is reported and may affect AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
27459,"precision_2","27459-precision_2-ChemPanel",6,NA,3,NA,3,NA,1,NA,9.5,NA,3.7,NA,1.9,NA,98,NA,18,NA,1.1,NA,0.2,NA,58,NA,41,NA,3,"<",429,NA,91,NA,230,NA,145,NA,4.9,NA,113,NA,29.6,NA,"2+ hemolysis is reported and may falsely increase phosphorus, and K results."
27459,"precision_3","27459-precision_3-ChemPanel",6.3,NA,3.2,NA,3.1,NA,1,NA,9.4,NA,4.7,NA,1.9,NA,94,NA,20,NA,1.04,NA,0.2,NA,80,NA,46,NA,3,"<",450,NA,97,NA,269,NA,148,NA,4.6,NA,115,NA,32.2,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
27486,"precision_1","27486-precision_1-ChemPanel",5.4,NA,3,NA,2.4,NA,1.3,NA,10.1,NA,4.2,NA,2,NA,118,NA,16,NA,1.1,NA,0.2,NA,21,NA,51,NA,3,NA,428,NA,66,NA,174,NA,148,NA,4.7,NA,118,NA,31.5,NA,NA
27486,"precision_2","27486-precision_2-ChemPanel",5.2,NA,2.8,NA,2.4,NA,1.2,NA,9.1,NA,3.6,NA,1.7,NA,105,NA,17,NA,1.1,NA,0.2,NA,22,NA,63,NA,4,NA,366,NA,57,NA,158,NA,150,NA,4.3,NA,118,NA,34.9,NA,NA
27486,"precision_3","27486-precision_3-ChemPanel",4.8,NA,2.8,NA,2,NA,1.4,NA,9.1,NA,3.4,NA,1.6,NA,104,NA,15,NA,1.13,NA,0.1,NA,19,NA,44,NA,3,"<",363,NA,53,NA,163,NA,148,NA,4.3,NA,118,NA,34.4,NA,NA
27658,"precision_1","27658-precision_1-ChemPanel",6.2,NA,3.5,NA,2.7,NA,1.3,NA,10.9,NA,3.2,NA,1.5,NA,108,NA,15,NA,0.9,NA,0.2,NA,627,NA,83,NA,11,NA,584,NA,427,NA,315,NA,151,NA,4.6,NA,113,NA,32.8,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results.2+ lipemia is reported and can mildly decrease electrolyte values."
27658,"precision_3","27658-precision_3-ChemPanel",5.8,NA,3.3,NA,2.5,NA,1.3,NA,10.8,NA,4.1,NA,1.6,NA,87,NA,28,NA,1.62,NA,0.2,NA,287,NA,73,NA,3,NA,681,NA,790,NA,339,NA,152,NA,4.9,NA,118,NA,31,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results.3+ lipemia is reported and can falsely decrease Na, K, and Cl results."
28063,"precision_1","28063-precision_1-ChemPanel",6.9,NA,3.1,NA,3.8,NA,0.8,NA,7.8,NA,4.2,NA,1.9,NA,13,NA,28,NA,2.6,NA,0.5,NA,162,NA,41,NA,3,"<",732,NA,103,NA,358,NA,151,NA,5.9,NA,109,NA,25.6,NA,"4+ hemolysis is reported and may affect bilirubin, AST, ALKP, amylase, potassium, phosphorus, GGT, and GLDH tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling.Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history."
28082,"precision_1","28082-precision_1-ChemPanel",5.8,NA,3.1,NA,2.7,NA,1.1,NA,10.2,NA,3.2,NA,1.5,NA,88,NA,16,NA,1,NA,0.2,NA,8,NA,41,NA,3,"<",464,NA,50,NA,313,NA,144,NA,4.5,NA,113,NA,32,NA,NA
28082,"precision_2","28082-precision_2-ChemPanel",6.2,NA,3.1,NA,3.1,NA,1,NA,10.5,NA,3.5,NA,1.6,NA,84,NA,14,NA,1,NA,0.2,NA,22,NA,43,NA,3,"<",503,NA,62,NA,237,NA,146,NA,4.6,NA,114,NA,31.7,NA,NA
28082,"precision_3","28082-precision_3-ChemPanel",6.5,NA,3.3,NA,3.2,NA,1,NA,10.2,NA,4,NA,1.8,NA,81,NA,18,NA,1.06,NA,0.2,NA,19,NA,46,NA,3,"<",330,NA,91,NA,220,NA,146,NA,4.6,NA,114,NA,31.7,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
28140,"precision_1","28140-precision_1-ChemPanel",6.1,NA,3.3,NA,2.8,NA,1.2,NA,9.9,NA,3.4,NA,1.7,NA,104,NA,22,NA,1.3,NA,0.2,NA,12,NA,57,NA,3,"<",526,NA,37,NA,185,NA,149,NA,4.4,NA,116,NA,33.9,NA,NA
28140,"precision_2","28140-precision_2-ChemPanel",6,NA,3.3,NA,2.7,NA,1.2,NA,10.1,NA,4.6,NA,1.7,NA,109,NA,19,NA,1.38,NA,0.2,NA,14,NA,54,NA,3,"<",535,NA,71,NA,204,NA,145,NA,4.5,NA,113,NA,32.2,NA,NA
28549,"precision_1","28549-precision_1-ChemPanel",6.3,NA,3.4,NA,2.9,NA,1.2,NA,10.3,NA,3.1,NA,2.1,NA,91,NA,16,NA,0.9,NA,0.2,NA,302,NA,55,NA,3,NA,588,NA,179,NA,407,NA,147,NA,4.2,NA,111,NA,35,NA,NA
28549,"precision_2","28549-precision_2-ChemPanel",6.2,NA,3.3,NA,2.9,NA,1.1,NA,8.4,NA,3.3,NA,1.7,NA,40,NA,16,NA,1.1,NA,0.2,NA,333,NA,155,NA,3,NA,898,NA,83,NA,316,NA,152,NA,4.9,NA,113,NA,31,NA,"Calcium verified by repeat analysis. Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
28584,"precision_1","28584-precision_1-ChemPanel",6.4,NA,3.7,NA,2.7,NA,1.4,NA,10,NA,3.7,NA,2.5,NA,114,NA,23,NA,1,NA,0.3,NA,44,NA,31,NA,3,"<",434,NA,57,NA,215,NA,146,NA,4.3,NA,111,NA,34,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
28584,"precision_2","28584-precision_2-ChemPanel",6,NA,3.7,NA,2.3,NA,1.6,NA,10.6,NA,3.3,NA,1.8,NA,109,NA,17,NA,1.1,NA,0.2,NA,44,NA,31,NA,3,"<",583,NA,69,NA,224,NA,147,NA,4.4,NA,115,NA,33.4,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
28716,"precision_1","28716-precision_1-ChemPanel",6.7,NA,3.4,NA,3.3,NA,1,NA,9.8,NA,3.4,NA,2,NA,99,NA,16,NA,1,NA,0.4,NA,25,NA,66,NA,3,"<",348,NA,84,NA,316,NA,151,NA,4.6,NA,119,NA,32.8,NA,NA
28716,"precision_2","28716-precision_2-ChemPanel",6.6,NA,2.9,NA,3.7,NA,0.8,NA,9.6,NA,3.8,NA,1.6,NA,91,NA,17,NA,1.1,NA,0.3,NA,41,NA,64,NA,3,"<",372,NA,87,NA,261,NA,147,NA,4.9,NA,115,NA,30,NA,NA
28905,"precision_1","28905-precision_1-ChemPanel",5.9,NA,3.2,NA,2.7,NA,1.2,NA,9.1,NA,4.1,NA,1.8,NA,79,NA,20,NA,1.3,NA,0.2,NA,23,NA,46,NA,3,NA,569,NA,47,NA,275,NA,146,NA,4.9,NA,110,NA,29.8,NA,NA
29045,"precision_1","29045-precision_1-ChemPanel",5.2,NA,3,NA,2.2,NA,1.4,NA,10.1,NA,4.5,NA,1.9,NA,104,NA,18,NA,1,NA,0.2,NA,28,NA,63,NA,3,NA,788,NA,30,NA,241,NA,148,NA,4.2,NA,114,NA,35.2,NA,NA
29045,"precision_2","29045-precision_2-ChemPanel",5.4,NA,3.1,NA,2.3,NA,1.3,NA,9.7,NA,5.9,NA,1.8,NA,135,NA,17,NA,1,NA,0.2,NA,20,NA,61,NA,3,NA,721,NA,30,NA,255,NA,149,NA,4.5,NA,114,NA,33.1,NA,NA
29058,"precision_1","29058-precision_1-ChemPanel",6.4,NA,3.4,NA,3,NA,1.1,NA,9.9,NA,3.5,NA,1.8,NA,94,NA,17,NA,1,NA,0.2,NA,84,NA,35,NA,3,"<",713,NA,59,NA,246,NA,148,NA,4.3,NA,113,NA,34.4,NA,NA
29084,"precision_1","29084-precision_1-ChemPanel",6,NA,3.3,NA,2.7,NA,1.2,NA,10.4,NA,3.9,NA,1.5,NA,88,NA,7,NA,0.7,NA,0.1,NA,30,NA,55,NA,3,"<",441,NA,88,NA,142,NA,148,NA,4.6,NA,113,NA,32.2,NA,NA
29084,"precision_2","29084-precision_2-ChemPanel",5.8,NA,3.3,NA,2.5,NA,1.3,NA,10.6,NA,5.2,NA,1.7,NA,83,NA,13,NA,0.73,NA,0.2,NA,52,NA,52,NA,3,"<",487,NA,260,NA,150,NA,148,NA,4.8,NA,114,NA,30.8,NA,"1+ lipemia is reported. No known interferences.1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
29467,"precision_1","29467-precision_1-ChemPanel",6.3,NA,3.2,NA,3.1,NA,1,NA,10.2,NA,2.5,NA,1.6,NA,104,NA,16,NA,1.1,NA,0.2,NA,49,NA,38,NA,3,NA,346,NA,67,NA,401,NA,147,NA,4.5,NA,112,NA,32.7,NA,NA
29467,"precision_2","29467-precision_2-ChemPanel",6.2,NA,3.2,NA,3,NA,1.1,NA,8.6,NA,2.9,NA,1.6,NA,56,NA,16,NA,1.2,NA,0.3,NA,44,NA,32,NA,3,"<",302,NA,61,NA,393,NA,147,NA,5.3,NA,109,NA,27.7,NA,"Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
29467,"precision_3","29467-precision_3-ChemPanel",6.2,NA,3.4,NA,2.8,NA,1.2,NA,7.6,NA,3.1,NA,1.7,NA,69,NA,15,NA,0.94,NA,0.4,NA,43,NA,36,NA,3,"<",263,NA,51,NA,449,NA,146,NA,5.2,NA,111,NA,28.1,NA,"Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history.4+ hemolysis is reported and may affect bilirubin, AST, ALKP, amylase, potassium, phosphorus, GGT, and GLDH tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
29556,"precision_1","29556-precision_1-ChemPanel",6.5,NA,3.1,NA,3.4,NA,0.9,NA,10.3,NA,3.1,NA,1.9,NA,93,NA,14,NA,1,NA,0.3,NA,17,NA,18,NA,3,NA,550,NA,90,NA,451,NA,144,NA,4.8,NA,112,NA,30,NA,NA
29556,"precision_2","29556-precision_2-ChemPanel",7.1,NA,3.1,NA,4,NA,0.8,NA,10.6,NA,3.5,NA,1.8,NA,88,NA,19,NA,1,NA,0.3,NA,17,NA,24,NA,3,"<",381,NA,225,NA,596,NA,144,NA,4.8,NA,106,NA,30,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
29556,"precision_3","29556-precision_3-ChemPanel",6,NA,2.9,NA,3.1,NA,0.9,NA,9.6,NA,3.4,NA,1.5,NA,86,NA,14,NA,0.85,NA,0.2,NA,18,NA,16,NA,3,"<",538,NA,36,NA,251,NA,147,NA,4.4,NA,114,NA,33.4,NA,NA
29762,"precision_1","29762-precision_1-ChemPanel",7.1,NA,3.2,NA,3.9,NA,0.8,NA,8,NA,2.6,NA,2,NA,39,NA,18,NA,1.4,NA,0.2,NA,61,NA,35,NA,3,"<",567,NA,85,NA,291,NA,150,NA,5.1,NA,110,NA,29.4,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
29878,"precision_1","29878-precision_1-ChemPanel",6.6,NA,3.2,NA,3.4,NA,0.9,NA,9.4,NA,2.8,NA,2,NA,96,NA,26,NA,1.2,NA,0.2,NA,12,NA,27,NA,3,"<",750,NA,49,NA,251,NA,146,NA,4.3,NA,116,NA,34,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
29878,"precision_2","29878-precision_2-ChemPanel",6.4,NA,3.3,NA,3.1,NA,1.1,NA,9.6,NA,3.5,NA,1.8,NA,88,NA,24,NA,1.15,NA,0.3,NA,16,NA,37,NA,3,"<",656,NA,47,NA,305,NA,147,NA,4.7,NA,117,NA,31.3,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
29891,"precision_1","29891-precision_1-ChemPanel",6.1,NA,3.6,NA,2.5,NA,1.4,NA,10.1,NA,1.3,NA,1.8,NA,118,NA,12,NA,0.8,NA,0.5,NA,38,NA,34,NA,8,NA,425,NA,151,NA,214,NA,147,NA,4.1,NA,114,NA,35.9,NA,"3+ hemolysis is reported and may affect AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
29891,"precision_2","29891-precision_2-ChemPanel",6.5,NA,3.7,NA,2.8,NA,1.3,NA,10.8,NA,2.3,NA,1.7,NA,94,NA,14,NA,0.9,NA,0.3,NA,55,NA,37,NA,4,NA,1043,NA,146,NA,213,NA,147,NA,4.1,NA,113,NA,35.9,NA,NA
29891,"precision_3","29891-precision_3-ChemPanel",7.2,NA,4,NA,3.2,NA,1.3,NA,11.1,NA,2.8,NA,1.8,NA,103,NA,17,NA,0.81,NA,0.2,NA,341,NA,75,NA,7,NA,439,NA,236,NA,300,NA,149,NA,3.6,NA,110,NA,41.4,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
29925,"precision_1","29925-precision_1-ChemPanel",6,NA,3.2,NA,2.8,NA,1.1,NA,10.2,NA,4.6,NA,2.1,NA,89,NA,25,NA,1.5,NA,0.2,NA,17,NA,34,NA,3,"<",416,NA,70,NA,256,NA,144,NA,4.6,NA,112,NA,31.3,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
29925,"precision_2","29925-precision_2-ChemPanel",6.2,NA,3,NA,3.2,NA,0.9,NA,10.2,NA,4.5,NA,1.8,NA,91,NA,28,NA,1.4,NA,0.2,NA,20,NA,29,NA,3,"<",431,NA,44,NA,221,NA,149,NA,4.4,NA,115,NA,33.9,NA,NA
30128,"precision_1","30128-precision_1-ChemPanel",6.2,NA,3,NA,3.2,NA,0.9,NA,9.5,NA,5.1,NA,2,NA,87,NA,18,NA,1.2,NA,0.2,NA,61,NA,31,NA,3,"<",516,NA,130,NA,236,NA,146,NA,5.1,NA,110,NA,28.6,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results.1+ lipemia is reported. No known interferences."
30158,"precision_1","30158-precision_1-ChemPanel",6.3,NA,3.2,NA,3.1,NA,1,NA,10.1,NA,3.6,NA,1.9,NA,91,NA,11,NA,1.1,NA,0.3,NA,25,NA,31,NA,3,"<",802,NA,70,NA,310,NA,145,NA,4.4,NA,115,NA,33,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
30158,"precision_2","30158-precision_2-ChemPanel",6.5,NA,3.2,NA,3.3,NA,1,NA,10.1,NA,3.4,NA,1.7,NA,91,NA,14,NA,1.2,NA,0.2,NA,27,NA,38,NA,3,"<",688,NA,129,NA,275,NA,147,NA,4.4,NA,114,NA,33.4,NA,"1+ lipemia is reported. No known interferences.1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
30266,"precision_1","30266-precision_1-ChemPanel",7,NA,3,NA,4,NA,0.8,NA,9.2,NA,3.6,NA,2.2,NA,34,NA,25,NA,1.2,NA,0.2,NA,29,NA,52,NA,3,"<",615,NA,46,NA,253,NA,155,NA,5.9,NA,113,NA,26.3,NA,"Prolonged contact of serum or plasma with the clot could account for the low glucose and high potassium values. Correlate with time between specimen collection and centrifugation as well as the full clinical history.2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
30311,"precision_1","30311-precision_1-ChemPanel",6.4,NA,3.3,NA,3.1,NA,1.1,NA,9.6,NA,3.3,NA,2.2,NA,106,NA,10,NA,1.2,NA,0.3,NA,39,NA,40,NA,3,"<",471,NA,42,NA,169,NA,144,NA,4.1,NA,112,NA,35.1,NA,"3+ hemolysis is reported and may affect phosphorus, AST, potassium, and amylase tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
30311,"precision_2","30311-precision_2-ChemPanel",6,NA,3.3,NA,2.7,NA,1.2,NA,9.4,NA,4.1,NA,1.7,NA,116,NA,14,NA,1.1,NA,0.1,NA,39,NA,42,NA,3,NA,491,NA,56,NA,184,NA,145,NA,4.3,NA,113,NA,33.7,NA,NA
30317,"precision_1","30317-precision_1-ChemPanel",5.8,NA,2.9,NA,2.9,NA,1,NA,9.2,NA,2.9,NA,1.4,NA,49,NA,25,NA,1.18,NA,0.1,NA,112,NA,34,NA,5,NA,457,NA,59,NA,143,NA,147,NA,4.2,NA,115,NA,35,NA,"Prolonged contact of serum or plasma with the clot could account for the low glucose value. Correlate with time between specimen collection and centrifugation as well as the full clinical history."
30546,"precision_1","30546-precision_1-ChemPanel",7.2,NA,4.1,NA,3.1,NA,1.3,NA,11.7,NA,4.8,NA,2,NA,93,NA,22,NA,0.8,NA,0.3,NA,192,NA,62,NA,3,"<",481,NA,168,NA,361,NA,149,NA,5.1,NA,110,NA,29.2,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
30546,"precision_2","30546-precision_2-ChemPanel",6.8,NA,3.6,NA,3.2,NA,1.1,NA,10.7,NA,4.1,NA,1.6,NA,95,NA,16,NA,0.7,NA,0.2,NA,152,NA,56,NA,4,NA,484,NA,110,NA,328,NA,150,NA,5.1,NA,115,NA,29.4,NA,NA
30546,"precision_3","30546-precision_3-ChemPanel",7,NA,3.8,NA,3.2,NA,1.2,NA,11.3,NA,4.6,NA,1.6,NA,98,NA,23,NA,0.76,NA,0.2,NA,369,NA,90,NA,4,NA,526,NA,102,NA,409,NA,150,NA,5,NA,111,NA,30,NA,"2+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
30572,"precision_1","30572-precision_1-ChemPanel",6.1,NA,3,NA,3.1,NA,1,NA,9.8,NA,3.3,NA,1.9,NA,84,NA,14,NA,0.9,NA,0.2,NA,30,NA,24,NA,3,NA,310,NA,50,NA,208,NA,146,NA,4.7,NA,112,NA,31.1,NA,NA
30572,"precision_2","30572-precision_2-ChemPanel",6.1,NA,3,NA,3.1,NA,1,NA,10,NA,2.3,NA,1.6,NA,108,NA,19,NA,1.1,NA,0.2,NA,13,NA,15,NA,3,NA,404,NA,103,NA,241,NA,144,NA,4.2,NA,111,NA,34.3,NA,NA
30624,"precision_1","30624-precision_1-ChemPanel",6.2,NA,3.5,NA,2.7,NA,1.3,NA,9.7,NA,1.8,NA,2,NA,109,NA,13,NA,1.1,NA,0.2,NA,36,NA,38,NA,4,NA,491,NA,63,NA,224,NA,149,NA,4.1,NA,115,NA,36.3,NA,"Phosphorus result verified by repeat analysis. "
30624,"precision_2","30624-precision_2-ChemPanel",6.1,NA,3.5,NA,2.6,NA,1.3,NA,10,NA,1.8,NA,1.7,NA,101,NA,15,NA,1.1,NA,0.2,NA,34,NA,42,NA,5,NA,509,NA,85,NA,221,NA,150,NA,4.3,NA,118,NA,34.9,NA,NA
30811,"precision_1","30811-precision_1-ChemPanel",5.8,NA,3.1,NA,2.7,NA,1.1,NA,9.1,NA,1.4,NA,2.1,NA,231,NA,17,NA,1.1,NA,0.3,NA,40,NA,27,NA,4,NA,332,NA,48,NA,254,NA,144,NA,3.5,NA,114,NA,41.1,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
30811,"precision_2","30811-precision_2-ChemPanel",6,NA,3.2,NA,2.8,NA,1.1,NA,10,NA,2.7,NA,1.7,NA,104,NA,19,NA,1.3,NA,0.3,NA,45,NA,24,NA,3,NA,389,NA,38,NA,244,NA,147,NA,4.2,NA,114,NA,35,NA,NA
30826,"precision_1","30826-precision_1-ChemPanel",5.9,NA,3.3,NA,2.6,NA,1.3,NA,10.2,NA,3.7,NA,1.8,NA,100,NA,16,NA,1.06,NA,0.2,NA,537,NA,136,NA,3,"<",581,NA,338,NA,218,NA,147,NA,4.4,NA,110,NA,33.4,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results.1+ lipemia is reported. No known interferences."
31374,"precision_1","31374-precision_1-ChemPanel",5.6,NA,3.1,NA,2.5,NA,1.2,NA,10.2,NA,4,NA,2.1,NA,92,NA,16,NA,1.2,NA,0.1,NA,40,NA,49,NA,3,"<",369,NA,48,NA,217,NA,147,NA,4.3,NA,115,NA,34.2,NA,NA
31374,"precision_2","31374-precision_2-ChemPanel",5.6,NA,3,NA,2.6,NA,1.2,NA,9.9,NA,2.8,NA,1.8,NA,93,NA,11,NA,1.2,NA,0.2,NA,25,NA,34,NA,3,"<",391,NA,41,NA,212,NA,147,NA,4.1,NA,114,NA,35.9,NA,NA
31374,"precision_3","31374-precision_3-ChemPanel",5.8,NA,3.2,NA,2.6,NA,1.2,NA,9.6,NA,2.6,NA,1.7,NA,100,NA,12,NA,1.13,NA,0.2,NA,30,NA,32,NA,4,NA,395,NA,35,NA,205,NA,148,NA,4.2,NA,114,NA,35.2,NA,NA
31768,"precision_1","31768-precision_1-ChemPanel",6.4,NA,3.4,NA,3,NA,1.1,NA,10.6,NA,3.7,NA,1.9,NA,109,NA,17,NA,1.4,NA,0.2,NA,85,NA,38,NA,3,"<",496,NA,55,NA,187,NA,148,NA,5,NA,111,NA,29.6,NA,NA
31865,"precision_1","31865-precision_1-ChemPanel",6.2,NA,3.3,NA,2.9,NA,1.1,NA,10.6,NA,3,NA,1.8,NA,99,NA,17,NA,1.3,NA,0.2,NA,88,NA,66,NA,4,NA,542,NA,65,NA,229,NA,148,NA,4.8,NA,114,NA,30.8,NA,NA
32570,"precision_1","32570-precision_1-ChemPanel",7,NA,3.6,NA,3.4,NA,1.1,NA,11,NA,4.2,NA,1.8,NA,104,NA,14,NA,0.9,NA,0.2,NA,1176,NA,198,NA,3,"<",493,NA,180,NA,259,NA,148,NA,4.6,NA,109,NA,32.2,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
33212,"precision_1","33212-precision_1-ChemPanel",5.4,NA,3.2,NA,2.2,NA,1.5,NA,9.4,NA,4.1,NA,1.8,NA,99,NA,13,NA,0.8,NA,0.2,NA,41,NA,42,NA,4,NA,386,NA,55,NA,281,NA,146,NA,4.6,NA,117,NA,31.7,NA,NA
33212,"precision_2","33212-precision_2-ChemPanel",6.3,NA,3.4,NA,2.9,NA,1.2,NA,10.1,NA,4.1,NA,1.7,NA,94,NA,14,NA,0.81,NA,0.1,NA,22,NA,41,NA,4,NA,532,NA,71,NA,220,NA,147,NA,4.5,NA,113,NA,32.7,NA,NA
33357,"precision_1","33357-precision_1-ChemPanel",6.3,NA,3.4,NA,2.9,NA,1.2,NA,9.9,NA,4.1,NA,1.9,NA,92,NA,10,NA,0.6,NA,0.1,NA,26,NA,23,NA,3,NA,616,NA,71,NA,189,NA,144,NA,4.6,NA,110,NA,31.3,NA,NA
33357,"precision_2","33357-precision_2-ChemPanel",5.9,NA,3.2,NA,2.7,NA,1.2,NA,9.6,NA,4.4,NA,1.7,NA,94,NA,10,NA,0.7,NA,0.1,NA,30,NA,26,NA,3,"<",615,NA,71,NA,184,NA,147,NA,4.6,NA,112,NA,32,NA,"1+ hemolysis is reported and may falsely increase phosphorus, AST, and K results."
33975,"precision_1","33975-precision_1-ChemPanel",6.3,NA,3.7,NA,2.6,NA,1.4,NA,10,NA,3.7,NA,1.9,NA,70,NA,21,NA,0.9,NA,0.2,NA,86,NA,38,NA,4,NA,290,NA,80,NA,254,NA,147,NA,4.9,NA,110,NA,30,NA,"2+ hemolysis is reported and may falsely increase AST and potassium results."
33975,"precision_2","33975-precision_2-ChemPanel",6,NA,3.3,NA,2.7,NA,1.2,NA,9.4,NA,3.4,NA,1.8,NA,85,NA,14,NA,0.8,NA,0.1,NA,64,NA,25,NA,3,NA,262,NA,77,NA,221,NA,146,NA,4.8,NA,113,NA,30.4,NA,NA
33975,"precision_3","33975-precision_3-ChemPanel",6.3,NA,3.6,NA,2.7,NA,1.3,NA,9.4,NA,5,NA,2,NA,89,NA,23,NA,0.81,NA,0.3,NA,139,NA,37,NA,3,"<",288,NA,63,NA,240,NA,146,NA,4.9,NA,112,NA,29.8,NA,"4+ hemolysis is reported and may affect bilirubin, AST, ALKP, amylase, potassium, phosphorus, GGT, and GLDH tests. The reported results may not be an accurate measure of in vivo levels at the time of sampling."
34421,"precision_1","34421-precision_1-ChemPanel",5.9,NA,3.2,NA,2.7,NA,1.2,NA,9.6,NA,3.3,NA,1.6,NA,95,NA,16,NA,1.1,NA,0.2,NA,23,NA,60,NA,5,NA,506,NA,52,NA,231,NA,150,NA,4,NA,114,NA,37.5,NA,NA
34421,"precision_2","34421-precision_2-ChemPanel",6,NA,3.1,NA,2.9,NA,1.1,NA,9.7,NA,3.5,NA,1.6,NA,92,NA,15,NA,1.1,NA,0.2,NA,43,NA,42,NA,4,NA,501,NA,56,NA,292,NA,147,NA,4.2,NA,116,NA,35,NA,"Submitted on red cells, therefore some results could be falsely high (total protein, phosphorus, AST, ALT, potassium) and others could be falsely low (glucose). Correlate with time between specimen collection and submission as well as the full clinical history."
