"dog_id","survey_year","mm_sc_date","mm_sc_stairs_used_previously","mm_sc_loc_y","mm_sc_stairs_used_description","mm_sc_stair_height_cm","mm_sc_stair_count","mm_sc_number_practice_trials","mc_sc_trial_1_outcome","mm_sc_trial_1_time_seconds","mm_sc_trial_1_problems","mm_sc_trial_2_outcome","mm_sc_trial_2_time_seconds","mm_sc_trial_2_problems","mm_sc_trial_3_outcome","mm_sc_trial_3_time_seconds","mm_sc_trial_3_problems","mm_sc_trials_motivation_treat","mm_sc_trials_motivation_toy","mm_sc_trials_motivation_verbal","mm_sc_trials_motivation_clapping","mm_sc_trials_motivation_none","mm_sc_trials_motivation_other","mm_sc_trials_motivation_other_description"
46092,"annual_2022","2022-07-08",1,0,"Inside my house.",20,9,3,1,"2.59",NA,1,"3.01",NA,1,"2.57",NA,1,0,0,0,0,0,NA
46179,"annual_2023","2023-05-04",1,0,"Inside house, wooden floor",19,7,3,1,".78",NA,1,".83",NA,1,".90",NA,1,0,0,0,0,0,NA
46218,"annual_2023","2023-04-29",1,0,"17",19,17,2,1,"2.78",NA,1,"2.58",NA,1,"2.59",NA,1,0,1,1,0,0,NA
46335,"annual_2023","2023-05-24",0,NA,"Inside my house.",18,14,1,1,"1.83",NA,1,"1.63",NA,1,"2.13",NA,1,0,1,0,0,0,NA
46367,"annual_2023","2023-04-20",1,0,"Inside house carpeted",19,17,1,1,"8.48",NA,1,"14.68",NA,1,"10.86",NA,1,0,0,0,0,0,NA
46497,"annual_2023","2023-05-15",0,NA,"My house.",18.5,8,2,1,"1.73",NA,1,"1.14",NA,1,"1.27",NA,1,0,1,0,0,0,NA
46602,"annual_2023","2023-04-26",1,0,"in my house, carpeted",23,13,1,1,"2.97",NA,1,"2.46",NA,1,"1.72",NA,1,0,1,0,0,0,NA
46686,"annual_2023","2023-04-30",0,NA,"Inside my house with carpet",21.5,13,3,1,"2.62",NA,1,"2.37",NA,1,"2.65",NA,1,0,1,0,0,0,NA
46730,"annual_2023","2023-05-14",1,0,"concrete stairs at a school",14,8,1,1,"1.83",NA,1,"1.63",NA,1,"1.56",NA,1,0,0,0,0,0,NA
46838,"annual_2023","2023-05-09",0,NA,"Carpeted and in my house.",16.5,11,2,1,"4.1",NA,1,"4.2",NA,1,"4.0",NA,1,0,1,0,0,0,NA
46919,"annual_2023","2023-05-01",0,NA,"Wood stairs from the first floor to the second floor of my home.",19.5,11,4,1,"1.83",NA,1,"1.75",NA,1,"1.53",NA,0,0,1,0,0,0,NA
47011,"annual_2023","2023-04-09",1,0,"Inside house",19.5,12,3,1,"2.53",NA,1,"2.47",NA,1,"2.46",NA,1,0,0,0,0,0,NA
47597,"annual_2023","2023-04-30",0,NA,"inside my house from basement up to main floor",19.5,12,1,1,"2.51",NA,1,"3.73",NA,1,"2.13",NA,1,0,0,0,0,0,NA
47646,"annual_2023","2023-05-13",0,NA,"inside my house",16.5,14,1,1,"00.06",NA,1,"00.50",NA,1,"00.55",NA,0,0,1,0,0,0,NA
47748,"annual_2023","2023-04-09",0,NA,"carpeted stairs between first and second level of our house.  Lucy goes up and down these stairs several times/day on a regular basis.",18.5,9,2,1,"1.48",NA,1,"1.55",NA,1,"1.51",NA,1,0,0,0,0,0,NA
47778,"annual_2023","2023-04-23",1,0,"in the house, wood stairs but the walking portion is carpeted",21.5,16,2,1,"2.9",NA,1,"2.8",NA,1,"2.65",NA,1,0,0,0,0,0,NA
47876,"annual_2023","2023-04-14",1,0,"Inside carpeted",16.5,13,1,1,"1.70",NA,1,"1.71",NA,1,"1.75",NA,1,0,1,0,0,0,NA
47897,"annual_2023","2023-04-15",0,NA,"Inside my house, carpeted, leads to basement",20,12,3,1,"3.52",NA,1,"3.37",NA,1,"3.03",NA,1,0,0,0,0,0,NA
47904,"annual_2023","2023-04-30",0,NA,"stairs to basement in our home, carpeted",18,14,1,1,"2.62",NA,1,"2.72",NA,1,"3.08",NA,1,0,1,0,0,0,NA
47979,"annual_2022","2022-07-28",1,0,"Inside my house; wood",19,10,1,1,"2.86",NA,1,"2.23",NA,1,"2.29",NA,0,0,1,0,0,0,NA
48055,"annual_2023","2023-04-30",0,NA,"This is the first time I have done this activity. These stairs are in my home from the ground floor to the second floor. They have carpet.",18,16,1,1,"5.52",NA,1,"5.79",NA,1,"6.12",NA,1,0,1,0,0,0,NA
48107,"annual_2022","2022-07-22",1,0,"These are wooden stairs inside my home that Pepper has to navigate to get to the main living level.",20.5,15,3,1,"2.88",NA,1,"2.64",NA,1,"2.60",NA,0,0,1,0,0,0,NA
48289,"annual_2023","2023-05-06",1,0,"Outside deck stairs (13) made of fabricated ""wood"".",18,13,3,1,"3.84",NA,1,"8.77",NA,1,"2.14",NA,0,1,1,0,0,0,NA
48351,"annual_2023","2023-05-12",0,NA,"Inside my house",18.5,13,1,1,"3.76",NA,1,"3.54",NA,1,"3.33",NA,0,0,1,0,0,0,NA
48425,"annual_2023","2023-05-05",1,0,"Wood stairs inside our home leading to the basement.",18,8,3,1,"1.19",NA,1,"1.17",NA,1,"1.31",NA,1,0,0,0,0,0,NA
48438,"annual_2023","2023-05-18",1,0,"Indoor stairs from the garage into the house. The stairs are carpeted.",18.5,8,3,1,"1.15",NA,1,"1.15",NA,1,"1.16",NA,1,0,1,0,0,0,NA
48515,"annual_2023","2023-05-08",1,0,"Inside house from basement to main level",19,15,1,1,"1.99",NA,1,"2.32",NA,1,"2.21",NA,1,0,1,0,0,0,NA
48516,"annual_2023","2023-05-17",1,0,"inside on carpeting",20.5,14,4,1,"2.9",NA,1,"2.5",NA,1,"2.7",NA,0,0,1,0,0,0,NA
48531,"annual_2023","2023-05-16",0,NA,"inside my house, wood flooring",19,9,3,1,"2.30",NA,1,"2.87",NA,1,"2.43",NA,1,0,1,0,0,0,NA
48533,"annual_2023","2023-05-19",1,0,"Stairs in our house leading from basement/garage level to kitchen",20,10,3,1,"1.72",NA,1,"1.63",NA,1,"1.57",NA,0,1,0,0,0,0,NA
48962,"annual_2023","2023-05-16",0,NA,"stairs to basement",19,16,2,1,"3.00",NA,1,"3.20",NA,1,"3.17",NA,1,0,0,0,0,0,NA
48965,"annual_2023","2023-05-15",0,NA,"Interior stairs-basement to 1st floor",20.5,18,1,1,"2.38",NA,1,"2.58",NA,1,"2.65",NA,0,0,1,0,0,0,NA
49054,"annual_2023","2023-04-25",0,NA,"Living room stairs in house, carpet.",20.5,7,3,1,"1.30",NA,1,"1.33",NA,1,"1.4",NA,0,1,0,0,0,0,NA
49073,"annual_2022","2022-07-19",1,0,"Backyard stairs, made of wood.",16,15,1,1,"3.36",NA,1,"2.58",NA,1,"2.82",NA,1,0,0,0,0,0,NA
49473,"annual_2023","2023-05-07",1,0,"In my house, carpet",19,14,2,1,"1.76",NA,1,"1.80",NA,1,"2.00",NA,1,0,1,0,0,0,NA
49481,"annual_2023","2023-05-12",0,NA,"Inside my house. Carpeted staircase.",19,8,2,1,"1.60",NA,1,"1.78",NA,1,"2.18",NA,1,0,1,0,0,0,NA
49722,"annual_2023","2023-05-08",0,NA,"inside house, carpet",9,12,3,1,"3.38",NA,1,"2.85",NA,1,"3.30",NA,0,0,1,0,0,1,"excited to see my husband at the top of the stairs"
49854,"annual_2023","2023-04-09",0,NA,"inside home between first and second floors",19,11,3,1,"3.19",NA,1,"3.57",NA,1,"3.20",NA,1,0,1,0,0,0,NA
49882,"annual_2023","2023-05-11",1,0,"At house outside, wooden steps",18,14,3,1,"2.27",NA,1,"1.55",NA,1,"3.35",NA,1,0,1,0,0,0,NA
49929,"annual_2023","2023-04-30",1,0,"Inside my house",18,12,1,1,"1.76",NA,1,"2.30",NA,1,"2025",NA,1,0,0,0,0,0,NA
50070,"annual_2022","2022-07-19",0,NA,"Inside my house, carpeted.",18,18,1,1,"3.18",NA,1,"3.05",NA,1,"2.51",NA,1,0,1,0,0,0,NA
50086,"annual_2022","2022-07-27",1,0,"Main stairs in house, carpeted.",19,7,3,1,"3.33",NA,1,"2.65",NA,1,"2.53",NA,1,0,0,0,0,0,NA
50086,"annual_2023","2023-04-02",0,NA,"Church parking area",16.5,12,1,1,"2.37",NA,1,"3.42",NA,1,"2.27",NA,0,0,1,0,0,0,NA
50118,"annual_2023","2023-04-22",1,0,"Inside carpeted",20,13,1,1,"3",NA,1,"3",NA,1,"3",NA,1,0,1,0,0,0,NA
50177,"annual_2023","2023-05-11",1,0,"inside house  carpet",18,14,3,1,"2.54",NA,1,"2.41",NA,1,"3.74",NA,1,0,1,1,0,0,NA
50237,"annual_2023","2023-05-25",1,0,"House - carpet",18,8,3,1,"1.03",NA,1,"0.81",NA,1,"0.75",NA,0,1,0,0,0,0,NA
50415,"annual_2023","2023-04-15",0,NA,"concert, outdoors, university campus",14,16,1,1,"2.64",NA,1,"2.14",NA,1,"2.22",NA,0,0,1,0,0,0,NA
50436,"annual_2023","2023-04-09",1,0,"front hallway inside my house, hardwood covered with carpeting",17.5,12,3,1,"2.49",NA,1,"2.31",NA,1,"2.37",NA,1,0,0,0,0,0,NA
50514,"annual_2023","2023-05-20",0,NA,"colonial-steps turn and are the the 2nd half of the hallway ascending to the 2nd floor.",20,8,1,1,"2.01",NA,1,"1.89",NA,1,"2.35",NA,1,0,0,0,0,0,NA
50565,"annual_2023","2023-05-07",0,NA,"inside my house",20.5,11,1,1,"2.29",NA,1,"2.10",NA,1,"1.92",NA,1,0,1,0,0,0,NA
50916,"annual_2023","2023-05-27",0,NA,"inside my house, stairs are carpeted",18.5,8,1,1,"1.6",NA,1,"1.6",NA,1,"1.7",NA,0,0,1,1,0,0,NA
50920,"annual_2022","2022-07-09",0,NA,"carpeted stairs inside house, up to first landing",19,8,3,1,"1.85",NA,1,"1.78",NA,0,NA,"dog slipped on stairs, then completed run at 2.58 seconds",0,0,1,0,0,0,NA
51059,"annual_2022","2022-06-20",1,0,"inside, carpeted",20,14,3,1,"2.41",NA,1,"1.73",NA,1,"2.22",NA,1,0,1,0,0,0,NA
51059,"annual_2023","2023-04-02",0,NA,"outside front stairs with middle landing. trex material",17,18,2,1,"2.41",NA,1,"2.12",NA,1,"2.21",NA,1,0,1,0,0,0,NA
51076,"annual_2022","2022-06-24",1,1,"Inside the house",19,15,3,1,"4.5",NA,1,"3.5",NA,1,"3",NA,0,1,0,0,0,0,NA
51302,"annual_2023","2023-05-14",0,NA,"inside house wood",20.5,11,1,1,"3.31",NA,1,"3.02",NA,1,"2.56",NA,1,0,0,0,0,0,NA
51335,"annual_2023","2023-05-25",1,0,"Inside my house, carpeted",19,15,3,1,"3.13",NA,1,"3.35",NA,1,"3.47",NA,1,0,1,0,0,0,NA
51503,"annual_2023","2023-05-16",0,NA,"in my house stairs have carpet treads",20.5,9,1,1,"4.79",NA,1,"4.67",NA,1,"3.55",NA,1,0,0,0,0,0,NA
51636,"annual_2023","2023-04-26",1,0,"carpeted stairs inside",20.5,10,2,1,"3.07",NA,1,"2.75",NA,1,"3.39",NA,0,1,0,0,0,0,NA
52026,"annual_2022","2022-07-12",0,NA,"inside on carpet",18,8,2,1,"1.58",NA,1,"1.38",NA,1,"1.91",NA,1,0,0,0,0,0,NA
52028,"annual_2023","2023-05-28",0,NA,"Inside home",18,15,3,1,"3.85",NA,1,"3.25",NA,1,"2.99",NA,0,0,1,0,0,0,NA
52033,"annual_2022","2022-08-01",0,NA,"wood stairs inside my house",20,11,2,1,"1.81",NA,0,NA,"missed the timer stop button",1,"2.23",NA,1,0,1,0,0,0,NA
52033,"annual_2023","2023-05-05",1,0,"set of wood stairs inside my house",20,11,3,1,"1.61",NA,1,"2.04",NA,1,"1.81",NA,1,0,0,0,0,0,NA
52379,"annual_2023","2023-05-21",1,0,"Inside our home, carpeted.",18,17,2,1,"14.20",NA,1,"11.59",NA,1,"7.82",NA,1,0,1,0,0,0,NA
52581,"annual_2022","2022-07-10",0,NA,"Inside our house, carpeted.",9,14,5,1,"1.96",NA,1,"2.57",NA,1,"1.89",NA,1,0,0,0,0,0,NA
52581,"annual_2023","2023-05-08",1,0,"inside my house; carpeted",9,14,4,1,"4.35",NA,1,"2.92",NA,1,"3.45",NA,1,0,1,0,0,0,NA
52706,"annual_2023","2023-05-13",1,0,"inside, wood",20,10,2,1,"6.95",NA,1,"5.41",NA,1,"6.46",NA,1,0,1,0,0,0,NA
52861,"annual_2022","2022-07-25",0,NA,"hardwood floor stairs inside house",18,15,2,1,"1.85",NA,1,"1.58",NA,1,"1.63",NA,1,0,1,0,0,0,NA
52991,"annual_2023","2023-04-08",1,0,"Stairs in my house from first level to bedrooms",17,16,3,1,"4.95",NA,1,"4",NA,1,"3.22",NA,1,0,1,0,0,0,NA
53016,"annual_2023","2023-05-05",0,NA,"Carpeted stairs between floors in main condo hallway",16.5,8,3,1,"1.65",NA,1,"1.52",NA,1,"1.63",NA,1,0,1,0,0,0,NA
53027,"annual_2022","2022-07-11",0,NA,"Inside my home. Carpeted.",16,9,3,1,"1.06",NA,1,"1.01",NA,1,"1.19",NA,1,0,1,0,0,0,NA
53125,"annual_2023","2023-04-25",1,0,"Inside the house. Wood",19,10,1,1,"5.18",NA,1,"4.33",NA,1,"4.70",NA,1,0,0,0,0,0,NA
53146,"annual_2023","2023-05-03",0,NA,"inside of my house from lower level to upper level",18,12,4,1,"2.8",NA,1,"2.2",NA,1,"2.25",NA,1,0,0,0,0,0,NA
53235,"annual_2023","2023-05-14",1,0,"In house carpeted 8 stairs",20,8,2,1,"2.14",NA,1,"2.3",NA,1,"1.83",NA,1,0,0,0,0,0,NA
53350,"annual_2023","2023-05-25",1,0,"These stairs are from the downstairs of our home to the upstairs of our home. The stairs are carpeted.",18,8,3,1,"3.60",NA,1,"3.10",NA,1,"4.76",NA,1,0,0,0,0,0,NA
53702,"annual_2022","2022-07-24",1,0,"inside my house-carpeted",18.5,14,4,1,"1.51",NA,1,"1.41",NA,1,"1.38",NA,1,0,0,0,0,0,NA
53761,"annual_2023","2023-04-28",1,0,"Front of my house into a fenced yard. Nutmeg uses  these stairs many times every day.",15,10,2,1,"2.3",NA,1,"2.05",NA,1,"1.55",NA,0,0,1,0,0,0,NA
53933,"annual_2023","2023-04-27",1,1,"in house with carpet",9,12,1,0,NA,"wouldn't go up stairs",1,"0.52",NA,0,NA,"he was too tired",0,0,1,0,0,0,NA
54147,"annual_2023","2023-05-09",1,0,"inside of house basement stairs with carpet.",20,11,1,0,NA,"Sully gets stuck on the 7th step and will go up and down to the 7th step but has trouble going all the way up.",0,NA,"see comment from 1st trial.",0,NA,"see comment from 1st trial.",1,1,1,1,0,0,NA
54174,"annual_2022","2022-07-17",1,0,"carpeted stairs inside my house",19,11,2,1,"2.74",NA,1,"2.82",NA,1,"3.52",NA,0,0,1,0,0,0,NA
54174,"annual_2023","2023-04-13",1,0,"Inside my house, carpet",20,10,1,1,"2.62",NA,1,"2.51",NA,1,"2.52",NA,1,0,1,0,0,0,NA
54267,"annual_2022","2022-07-13",1,0,"Inside my house.",17.5,16,3,1,"2.15",NA,1,"3.26",NA,1,"2.53",NA,1,0,0,0,0,0,NA
54434,"annual_2023","2023-04-23",0,NA,"in my house",19,14,3,1,"1.73",NA,1,"1.83",NA,0,NA,"He was tired of the treats and ran away to go lay on the couch.",1,0,1,0,0,0,NA
54475,"annual_2023","2023-05-11",1,0,"Carpet covered stairs inside my house",18,11,3,1,"2.41",NA,1,"2.41",NA,1,"1.83",NA,1,0,0,0,0,0,NA
54647,"annual_2023","2023-04-27",0,NA,"In my apartment building, concrete",18,8,3,1,"1.36",NA,1,"1.24",NA,1,"1.44",NA,0,0,1,0,0,0,NA
55082,"annual_2022","2022-07-23",0,NA,"Inside house from basement; carpeted",20,11,3,1,"2.08",NA,1,"2.1",NA,1,"1.72",NA,1,0,1,0,0,0,NA
55150,"annual_2023","2023-05-26",1,0,"inside house, carpeted",21,10,5,1,"1.53",NA,1,"6.63",NA,1,"2.13",NA,1,0,0,0,0,0,NA
55297,"annual_2023","2023-05-17",0,NA,"Carpeted basement stairs",20,14,1,1,"1.35",NA,1,"1.37",NA,1,"1.24",NA,1,0,1,0,0,0,NA
55396,"annual_2022","2022-07-24",0,NA,"Trex tread for stairs, from concrete patio to Trex deck, in our backyard.",16,12,2,1,"6.69",NA,1,"5.63",NA,1,"4.98",NA,1,0,1,0,0,0,NA
55434,"annual_2023","2023-05-21",0,NA,"Inside my house on carpet",19,8,2,1,"0.89",NA,1,"0.69",NA,1,"0.80",NA,1,0,0,0,0,0,NA
55451,"annual_2023","2023-05-09",1,0,"Inside house footings is wood",23,8,3,1,"2.92",NA,1,"2.83",NA,1,"2.93",NA,0,0,1,0,0,0,NA
55566,"annual_2022","2022-07-13",1,0,"Inside my house",18,14,2,1,"5.11",NA,1,"2.28",NA,1,"5.12",NA,1,0,0,0,0,0,NA
55585,"annual_2022","2022-07-10",0,NA,"Inside my house; carpet",18,14,3,1,"1.37",NA,1,"1.27",NA,1,"1.47",NA,1,0,1,0,0,0,NA
55585,"annual_2023","2023-05-09",1,0,"inside my house, carpet",18.5,13,2,1,"1.21",NA,1,"1.22",NA,1,"1.34",NA,1,0,1,1,0,0,NA
55797,"annual_2022","2022-07-25",0,NA,"In my home",16.5,13,3,1,"2.13",NA,1,"2.12",NA,1,"2.23",NA,1,0,0,0,0,0,NA
55934,"annual_2023","2023-05-06",1,0,"Inside my house between first and second floor",19,18,1,1,"6.14",NA,1,"7",NA,1,"6.84",NA,1,0,1,0,0,0,NA
56241,"annual_2023","2023-05-16",0,NA,"in my house, 1st floor. wooden",19,15,1,1,"2.22",NA,1,"2.8",NA,1,"2.8",NA,1,0,1,0,0,0,NA
56403,"annual_2023","2023-04-17",1,0,"inside the house,  carpeted stairs",21,15,4,1,"1.78",NA,1,"1.80",NA,1,"1.83",NA,1,0,1,0,0,0,NA
56602,"annual_2023","2023-05-13",0,NA,"stairs to basement in my house. stairs are stone.",18.5,9,3,1,"3.25",NA,1,"3.68",NA,1,"3.47",NA,1,0,0,0,0,0,NA
56608,"annual_2023","2023-05-13",0,NA,"inside house-to basement",19,14,2,1,"2.13",NA,1,"2.33",NA,1,"2.15",NA,1,0,0,0,0,0,NA
56708,"annual_2023","2023-05-14",0,NA,"concrete steps in a school yard (outdoors)",14,18,1,1,"2.76",NA,1,"2.30",NA,1,"1.98",NA,0,0,0,0,0,1,"His golden retriever girlfriend at the top of the steps"
56728,"annual_2023","2023-04-23",0,NA,"Inside my house, wood like flooring",20.5,13,1,1,"7.32",NA,1,"4.57",NA,1,"4.19",NA,1,0,1,0,0,0,NA
56757,"annual_2023","2023-05-08",1,0,"Inside my house.  The stairs are wooden with no coverings and there are 15 steps",19,15,1,1,"3.31",NA,1,"3.33",NA,1,"3.83",NA,1,0,0,0,0,0,NA
56797,"annual_2022","2022-06-30",0,NA,"Inside my house, the stairs are carpeted with a low-pile, commercial carpet.",20,14,2,1,"3.3",NA,1,"2.7",NA,1,"2.1",NA,1,0,0,0,0,0,NA
56797,"annual_2023","2023-05-11",1,0,"Inside my house, carpeted.",20,14,3,1,"2.02",NA,1,"2.16",NA,1,"2.16",NA,1,0,0,0,0,0,NA
56859,"annual_2023","2023-05-20",1,0,"Inside house and carpeted",18,11,3,1,"1.9",NA,1,"1.8",NA,1,"1.6",NA,0,0,1,0,0,0,NA
56990,"annual_2022","2022-07-25",1,1,"basement stairs inside my house",21.5,11,3,0,NA,"Daisy does not like the basement, so she started and stopped",1,"2.40",NA,1,"2.34",NA,0,0,0,0,1,0,NA
57039,"annual_2023","2023-05-14",0,NA,"stairs in home that Stella is used to but have not done activity before, all but one has carpet tread on hard wood",18.5,9,3,1,"4.46",NA,1,"3.81",NA,1,"3.15",NA,1,0,1,0,0,0,NA
57081,"annual_2023","2023-04-30",0,NA,"basement stairs, inside house, wood",18.5,14,2,1,"5.96",NA,1,"3.46",NA,1,"2.45",NA,0,0,1,0,0,0,NA
57299,"annual_2023","2023-05-20",0,NA,"We will be using wooden basement stairs.",18.5,13,2,1,"3.31",NA,1,"2.18",NA,1,"2.85",NA,1,0,1,0,0,0,NA
57351,"annual_2022","2022-06-18",0,NA,"Carpeted steps from first floor to second",18.5,15,2,1,"1",NA,1,"1.46",NA,1,"1.30",NA,0,1,0,0,0,0,NA
57354,"annual_2022","2022-07-08",1,0,"Stairs leading from first floor to second floor of our home.  Carpeted",7.5,17,1,1,"3.03",NA,1,"2.97",NA,1,"2.78",NA,1,0,0,0,0,0,NA
57354,"annual_2023","2023-04-03",1,0,"inside my house, carpet",19,17,2,1,"3.38",NA,1,"3.20",NA,1,"3.65",NA,1,0,0,0,0,0,NA
57420,"annual_2023","2023-05-06",1,0,"Interior carpeted flight of stairs",15,12,2,1,"5.31",NA,1,"4.97",NA,1,"4.18",NA,1,0,0,0,0,0,NA
57456,"annual_2022","2022-07-07",0,NA,"Interior, carpeted.",19,13,1,1,"3.28",NA,1,"3.48",NA,1,"3.41",NA,0,0,1,0,0,0,NA
57456,"annual_2023","2023-05-11",1,0,"inside house",19,13,2,1,"2.15",NA,1,"2.18",NA,1,"2.01",NA,0,0,0,0,1,0,NA
57511,"annual_2023","2023-05-14",0,NA,"Inside my townhouse from main floor to upstairs.  Carpeted.",20.5,16,1,1,"2.02",NA,1,"1.95",NA,1,"1.98",NA,1,0,1,0,0,0,NA
57574,"annual_2023","2023-04-19",0,NA,"Inside my house with carpet",20,8,1,1,"1.55",NA,1,"1.53",NA,1,"2.33",NA,1,0,1,0,0,0,NA
57602,"annual_2023","2023-05-15",1,0,"inside house, wood steps with no skid carpet treads",18,9,1,1,"1.83",NA,1,"1.88",NA,1,"1.75",NA,1,0,0,0,0,1,"me, her favorite person."
57641,"annual_2023","2023-05-17",0,NA,"Garage attic stairs, wood floors unfinished",20,13,3,1,"3.18",NA,1,"2.26",NA,1,"2.20",NA,1,0,1,0,0,0,NA
57719,"annual_2022","2022-08-02",1,0,"Inside my house, wooden stairs",20.5,13,2,1,"2.31",NA,1,"1.53",NA,1,"2.2",NA,1,0,0,0,0,0,NA
57826,"annual_2023","2023-04-09",1,0,"Inside my house on carpet",18.5,18,4,1,"4.01",NA,1,"4.95",NA,1,"4.36",NA,1,0,0,0,0,0,NA
57847,"annual_2023","2023-04-26",1,0,"wooden back porch stairs",18,8,1,1,"2.02",NA,1,"2.32",NA,1,"2.20",NA,1,0,0,0,0,0,NA
57920,"annual_2023","2023-05-13",0,NA,"Inside my house, with carpet, 1st to second floor",19.5,14,2,1,"3.52",NA,1,"3.23",NA,1,"3.55",NA,1,0,1,1,0,0,NA
57927,"annual_2023","2023-05-05",1,0,"in my house, with rubber strips",20.5,12,2,1,"1.4",NA,1,"1.76",NA,1,"1.32",NA,1,0,0,0,0,0,NA
57998,"annual_2023","2023-04-30",1,0,"indoor stairs with carpeting",20,11,3,1,"1.41",NA,1,"1.48",NA,1,"1.55",NA,1,0,0,0,0,0,NA
58002,"annual_2023","2023-05-02",1,0,"Inside house; carpeted stairs.",19.5,15,2,1,"1.9",NA,1,"1.7",NA,1,"1.6",NA,1,0,1,0,0,0,NA
58047,"annual_2023","2023-05-13",1,0,"Carpeted stair from main floor to basement.",20,15,4,1,"2.5",NA,1,"2.7",NA,1,"2.6",NA,1,0,1,0,0,0,NA
58052,"annual_2022","2022-07-25",0,NA,"Inside my parent's house",18.5,13,2,1,"2.19",NA,1,"1.95",NA,1,"2.26",NA,1,0,1,0,0,0,NA
58152,"annual_2023","2023-04-16",0,NA,"outside from patio to balcony, composite material",18,17,2,1,"1.66",NA,1,"1.27",NA,1,"1.67",NA,1,0,1,0,0,0,NA
58219,"annual_2023","2023-05-12",1,0,"Inside my house",19,14,1,1,".98",NA,1,"1.05",NA,1,"1.04",NA,0,0,0,0,1,0,NA
58310,"annual_2023","2023-05-22",1,0,"My house on carpet stairs",18.5,12,1,1,"1.78",NA,1,"1.41",NA,1,"1.46",NA,1,0,0,0,0,0,NA
58416,"annual_2023","2023-04-22",0,NA,"Inside of daughters house. Carpeted stairs",18,15,2,1,"2.37",NA,1,"2.74",NA,1,"2.34",NA,1,0,1,0,0,0,NA
58474,"annual_2022","2022-07-20",0,NA,"Back staircase in our home",18.5,15,3,1,"3.33",NA,1,"3.15",NA,1,"2.91",NA,1,0,1,0,0,0,NA
58474,"annual_2023","2023-05-03",1,0,"Back staircase inside which is carpeted     Same  stairs used last year",19.5,15,2,1,"3.14",NA,1,"3.39",NA,1,"3.35",NA,1,0,0,0,0,0,NA
58489,"annual_2022","2022-07-25",1,1,"Inside house",20,13,2,1,"1.21",NA,1,"1.53",NA,1,"1.61",NA,0,1,0,0,0,0,NA
58489,"annual_2023","2023-05-10",1,0,"Inside my house, wood stairs",19,13,2,1,"1.38",NA,1,"1.41",NA,1,"1.51",NA,0,1,1,0,0,0,NA
58497,"annual_2023","2023-05-14",0,NA,"Inside my house. Hardwood.",20,15,2,1,"3.00",NA,1,"4.05",NA,1,"3.05",NA,0,1,0,0,0,0,NA
58510,"annual_2023","2023-04-26",0,NA,"Inside my house",19,9,2,1,"2.27",NA,1,"1.65",NA,1,"2.17",NA,1,0,0,0,0,0,NA
58516,"annual_2022","2022-07-06",1,0,"inside my house carpet",18,11,1,1,"1.9",NA,1,"2",NA,1,"1.7",NA,1,0,0,0,0,0,NA
58789,"annual_2022","2022-07-24",1,0,"In my apartment building. Footing is concrete",18,8,3,1,"2.4",NA,1,"2.9",NA,1,"2.3",NA,0,0,1,0,0,0,NA
58835,"annual_2023","2023-05-21",0,NA,"In house. Carpet.",19.5,12,3,1,"3.7",NA,1,"2.75",NA,1,"3.25",NA,1,0,0,0,0,0,NA
58918,"annual_2023","2023-05-13",0,NA,"Stairs in house 19 total from main floor to upstairs. thin carpet on steps.",18,19,2,1,"7.28",NA,1,"8.5",NA,0,NA,"He really didn't want to run up the stairs. He was never running at full pace for the two trials even with cheese that is a bit treat.",1,0,0,0,0,0,NA
58988,"annual_2023","2023-05-09",1,0,"inside my house, carpet",18,12,1,1,"1.35",NA,1,"1.63",NA,1,"1.73",NA,0,0,0,0,1,0,NA
59004,"annual_2023","2023-05-18",1,0,"Inside my house",19.5,15,1,1,"3.5",NA,1,"3.5",NA,1,"3.5",NA,1,0,1,0,0,0,NA
59058,"annual_2022","2022-07-21",1,0,"These stair are 14 steps to the upstairs bedrooms. They are carpeted.",20.5,14,3,1,".02",NA,1,".02",NA,1,".02",NA,1,0,1,0,0,0,NA
59058,"annual_2023","2023-05-07",1,0,"Stairs on inside the house with carpet.",20.5,14,5,1,".04",NA,1,".03",NA,1,".02",NA,0,0,1,0,0,0,NA
59064,"annual_2023","2023-05-25",1,0,"church parking lot, cement",15.5,16,1,1,"5.08",NA,1,"4.79",NA,1,"4.28",NA,0,0,1,0,0,0,NA
59091,"annual_2023","2023-05-22",0,NA,"Inside our house with carpet.",21,13,1,1,"1.80",NA,1,"1.81",NA,1,"1.78",NA,1,0,0,0,0,0,NA
59125,"annual_2023","2023-05-19",1,0,"Inside, leads from living room to the bedrooms & has dog-freindly stair treads.",20.5,8,1,1,"13.57",NA,1,"10.04",NA,1,"12.33",NA,0,0,0,0,1,0,NA
59223,"annual_2023","2023-05-05",0,NA,"The courthouse steps in our small town.  Concrete. Otherwise we have no stairs. We can use them every year.",15,16,1,1,"8.22",NA,1,"5.86",NA,1,"5.86",NA,1,0,1,0,0,0,NA
59236,"annual_2023","2023-04-17",1,0,"stairs from 1st floor to basement.  cork covered",21,12,3,1,"2.08",NA,1,"2.10",NA,1,"2.11",NA,0,0,0,0,0,1,"husband"
59344,"annual_2023","2023-05-02",0,NA,"Composite decking",18,14,3,1,"1.56",NA,1,"1.30",NA,1,"1.78",NA,1,0,0,0,0,0,NA
