"dog_id","Sample_Year","DAP_Sample_ID","krt_urine_col_meth","krt_urine_volume","krt_urine_transparency","krt_urine_sg","krt_urine_glucose","krt_urine_bilirubin","krt_urine_ketones","krt_urine_blood_hbg","krt_urine_ph","krt_urine_protien","krt_urine_wbc_hpf","krt_urine_rbc_hpf","krt_urine_squamous_hpf","krt_urine_urothelial_hpf","krt_urine_casts","krt_urine_casts_2","krt_urine_casts_3","krt_urine_casts_lpf","krt_urine_casts_lpf_2","krt_urine_casts_lpf_3","krt_urine_crystals","krt_urine_crystals_2","krt_urine_crystals_3","krt_urine_crystals_hpf","krt_urine_crystals_hpf_2","krt_urine_crystals_hpf_3","krt_urine_amorph_debris_hpf","krt_urine_bacteria","krt_urine_fat_hpf","krt_urine_color","krt_urine_test_comments"
29891,"precision_3","29891-precision_3-Urine","Free Catch","1-3 mL","Clear","1.027","Negative","Negative","Negative","Negative",6,"1+","3-6","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Rare",NA,NA,NA,NA,"Many","Yellow",NA
29925,"precision_1","29925-precision_1-Urine","Free Catch",">3 mL","Clear","1.039","Negative","Negative","Negative","Negative",6,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Few","Straw",NA
29925,"precision_2","29925-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.047","Negative","Negative","Negative","Negative",6,"Trace","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
30128,"precision_1","30128-precision_1-Urine","Free Catch",">3 mL","Clear","1.053","Negative","1+","Negative","Negative",6.5,"Trace","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Gold",NA
30158,"precision_1","30158-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.035","Negative","1+","Negative","Negative",6,"Negative","6-10","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Yellow","Positive Ictotest"
30158,"precision_2","30158-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.047","Negative","Negative","Negative","Negative",7,"Trace","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Straw",NA
30266,"precision_1","30266-precision_1-Urine","Free Catch","1-3 mL","Hazy","1.026","Negative","Negative","Negative","Negative",8,"Trace","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
30311,"precision_1","30311-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.044","Negative","1+","Negative","Negative",6,"Trace","0-3","0-3","0-3","0-3","Hyaline",NA,NA,"Rare",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Yellow",NA
30311,"precision_2","30311-precision_2-Urine","Free Catch","1-3 mL","Flocculent","1.035","Negative","Negative","Negative","Negative",7.5,"Trace","None Observed","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,NA,"Many","Straw","In general, struvite crystalluria is most commonly seen with urinary tract infections and less commonly with other urinary changes and in clinically healthy animals. The presence of struvite crystals does not confirm the presence of struvite uroliths. Crystals can be present without uroliths, and vice versa. If clinically indicated, abdominal imaging may be warranted to rule out uroliths. The significance of the struvite crystals should be interpreted in conjunction with the full clinical history, urinalysis, and urine culture. "
30317,"precision_1","30317-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.046","Negative","1+","Negative","Negative",6.5,"Trace","3-6","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Yellow",NA
30546,"precision_1","30546-precision_1-Urine","Free Catch","1-3 mL","Slightly Hazy","1.037","Negative","Negative","Negative","Negative",6,"Negative","orig 0-5 harm 0-3","None Observed","orig 0-5 harm 0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Yellow",NA
30546,"precision_2","30546-precision_2-Urine","Cystocentesis",">3 mL","Clear","1.029","Negative","Negative","Negative","Negative",6,"Negative","0-3","0-3","0-3","None Observed","Hyaline",NA,NA,"Rare",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Yellow",NA
30546,"precision_3","30546-precision_3-Urine","Free Catch",">3 mL","Slightly Hazy","1.026","Negative","Negative","Negative","Negative",8.5,"2+","10-20","None Observed","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Many",NA,NA,NA,"Rod Shaped Bacteria","None Observed","Straw","There is evidence of a urinary tract infection (pyuria +/- bacteria). The struvite crystalluria in this case is likely secondary to the urinary tract infection. "
30572,"precision_1","30572-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.048","Negative","Negative","Negative","Negative",6,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,"None Observed","Few","Straw","Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
30572,"precision_2","30572-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.044","Negative","Negative","Negative","Negative",6,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,NA,"None Observed","Straw","Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
30624,"precision_1","30624-precision_1-Urine","Cystocentesis",">3 mL","Clear","1.014","Negative","Negative","Negative","3+",8,"Negative","0-3","20-40","None Observed","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Yellow",NA
30624,"precision_2","30624-precision_2-Urine","Free Catch",">3 mL","Clear","1.015","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
30811,"precision_1","30811-precision_1-Urine","Free Catch",">3 mL","Flocculent","1.050","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Moderate",NA,NA,NA,"None Observed","Few","Straw",NA
30811,"precision_2","30811-precision_2-Urine","Free Catch","1-3 mL","Clear","1.046","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Moderate","Straw",NA
30826,"precision_1","30826-precision_1-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.027","Negative","Negative","Negative","Negative",8.5,"1+","None Observed","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Yellow",NA
31374,"precision_1","31374-precision_1-Urine","Free Catch",">3 mL","Hazy","1.033","Negative","Negative","Negative","Negative",7,"Trace","Rare","Rare","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Straw",NA
31374,"precision_2","31374-precision_2-Urine","Free Catch",">3 mL","Hazy","1.037","Negative","Negative","Negative","Negative",6,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
31374,"precision_3","31374-precision_3-Urine","Free Catch",">3 mL","Cloudy","1.020","Negative","Negative","Negative","Negative",6.5,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Rare",NA,NA,NA,"Rod Shaped Bacteria","Many","Straw",NA
31865,"precision_1","31865-precision_1-Urine","Unknown",">3 mL","Slightly Hazy","1.017","Negative","Negative","Negative","1+",6,"Negative","0-3","Too Numerous to Count","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow","Bacteria confirmed on sediment slide. Appeared rod shaped on wet mount but more cocci shaped on stained. Did not report out type on UA."
32570,"precision_1","32570-precision_1-Urine","Unknown",">3 mL","Clear","1.036","Negative","Negative","Negative","Negative",6,"2+","3-6","0-3","0-3","None Observed","Hyaline",NA,NA,"Few",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Straw",NA
33212,"precision_1","33212-precision_1-Urine","Unknown",">3 mL","Slightly Hazy","1.037","Negative","Negative","Negative","Negative",6.5,"Negative","6-10","0-3","6-10","3-6","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Few","Straw",NA
33212,"precision_2","33212-precision_2-Urine","Cystocentesis","1-3 mL","Slightly Hazy","1.048","Negative","Negative","Negative","Negative",6.5,"Trace","0-3","None Observed","None Observed","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"Cocci","Moderate","Yellow",NA
33357,"precision_1","33357-precision_1-Urine","Unknown",">3 mL","Hazy","1.046","Negative","Negative","Negative","Negative",6.5,"Negative","6-10","0-3","3-6","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Straw","Checked by KP"
33357,"precision_2","33357-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.035","Negative","Negative","Negative","Negative",7.5,"Negative","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
33975,"precision_1","33975-precision_1-Urine","Free Catch",">3 mL","Hazy","1.027","Negative","Negative","Negative","Negative",8,"Negative","None Observed","None Observed","Rare","None Observed","Hyaline",NA,NA,"Rare",NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Moderate","Straw",NA
33975,"precision_2","33975-precision_2-Urine","Free Catch",">3 mL","Cloudy","1.041","Negative","1+","Negative","Negative",8.5,"2+","0-3","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite",NA,NA,"Rare",NA,NA,NA,NA,"Few","Yellow",NA
33975,"precision_3","33975-precision_3-Urine","Free Catch",">3 mL","Hazy","1.034","Negative","Negative","Negative","Negative",6,"Trace","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Degenerating",NA,NA,"Few",NA,NA,NA,NA,"Many","Yellow",NA
34421,"precision_1","34421-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.034","Negative","Negative","Negative","Negative",7,"Negative","orig 0-5 harm 0-3","Rare","orig 0-5 harm 0-3","Rare","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Yellow","Checked by EJ "
34421,"precision_2","34421-precision_2-Urine","Free Catch",">3 mL","Hazy","1.041","Negative","1+","Negative","Negative",6,"Negative","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,NA,"Moderate","Dark Yellow","Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
34421,"precision_3","34421-precision_3-Urine","Free Catch",">3 mL","Clear","1.039","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Few",NA,NA,NA,NA,"Few","Yellow",NA
34666,"precision_1","34666-precision_1-Urine","Free Catch",">3 mL","Cloudy","1.050","Negative","1+","Negative","Negative",6.5,"1+","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
34685,"precision_1","34685-precision_1-Urine","Free Catch",">3 mL","Hazy","1.038","Negative","Negative","Negative","Negative",7,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Moderate",NA,NA,NA,NA,"Rare","Yellow",NA
34715,"precision_1","34715-precision_1-Urine","Free Catch",">3 mL","Slightly Hazy","1.049","Negative","1+","Negative","Negative",6,"Trace","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Yellow",NA
34715,"precision_2","34715-precision_2-Urine","Free Catch",">3 mL","Slightly Hazy","1.043","Negative","Negative","Negative","Negative",6,"Trace","None Observed","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Yellow",NA
34849,"precision_1","34849-precision_1-Urine","Catheter","1-3 mL","Hazy","1.033","Negative","Negative","Negative","Negative",7,"2+","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Many","Straw",NA
34888,"precision_1","34888-precision_1-Urine","Free Catch",">3 mL","Slightly Cloudy","1.046","Negative","Negative","Negative","Negative",6,"Negative","0-3","0-3","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Moderate",NA,NA,NA,NA,"Many","Yellow",NA
35114,"precision_1","35114-precision_1-Urine","Free Catch","1-3 mL","Clear","1.004","Negative","Negative","Negative","Negative",6,"Trace","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Rare","Pale Straw",NA
35114,"precision_2","35114-precision_2-Urine","Free Catch",">3 mL","Clear","1.003","Negative","Negative","Negative","Negative",6,"1+","None Observed","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Rare","Colorless",NA
35367,"precision_1","35367-precision_1-Urine","Cystocentesis",">3 mL","Slightly Hazy","1.046","Negative","1+","Negative","Negative",8,"1+","None Observed","orig 0-5 harm 0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"None Observed","Many","Dark Straw",NA
35375,"precision_1","35375-precision_1-Urine","Free Catch",">3 mL","Clear","1.016","Negative","Negative","Negative","Negative",8,"Negative","orig 5-10 harm 6-10","None Observed","orig 0-5 harm 0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,"Cocci","Rare","Straw","Checked by EJ "
35375,"precision_2","35375-precision_2-Urine","Free Catch",">3 mL","Clear","1.012","Negative","Negative","Negative","Negative",6.5,"Negative","None Observed","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Straw",NA
35375,"precision_3","35375-precision_3-Urine","Free Catch",">3 mL","Slightly Hazy","1.015","Negative","Negative","Negative","Negative",6,"Negative","0-3","0-3","0-3","0-3","None Observed",NA,NA,NA,NA,NA,"None Observed",NA,NA,NA,NA,NA,NA,NA,"Few","Pale Yellow",NA
35560,"precision_1","35560-precision_1-Urine","Voided",">3 mL","Hazy","1.037","Negative","1+","Negative","Negative",6,"Trace","None Observed","None Observed","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,"None Observed","Many","Straw",NA
35560,"precision_2","35560-precision_2-Urine","Free Catch",">3 mL","Flocculent","1.048","Negative","Negative","Negative","Negative",7,"Trace","0-3","0-3","None Observed","None Observed","None Observed",NA,NA,NA,NA,NA,"Struvite","Calcium Oxalate Dihydrate",NA,"Few","Rare",NA,NA,NA,"Many","Yellow",NA
35560,"precision_3","35560-precision_3-Urine","Free Catch",">3 mL","Flocculent","1.046","Negative","1+","Negative","Negative",6,"Trace","0-3","None Observed","0-3","None Observed","None Observed",NA,NA,NA,NA,NA,"Calcium Oxalate Dihydrate",NA,NA,"Many",NA,NA,NA,NA,"Moderate","Yellow","Calcium oxalate dihydrate crystals can be clinically insignificant or an indication of calcium oxalate uroliths in cats and dogs. Formation of calcium oxalate uroliths is often considered idiopathic; however, hypercalcemia, increased dietary oxalates (spinach, nuts, etc.), acidic urine, and highly concentrated urine have been associated with crystal development. The presence of calcium oxalate crystals does not confirm the presence of uroliths; however, abdominal imaging may be warranted. The significance of the calcium oxalate crystals in this case should be determined with consideration of the full clinical history, presentation, and laboratory findings. "
